# iteration  loss_bc  loss_res  l2_error
0.000000e+00 3.253802e-01 8.058987e+05 1.606916e+00
1.000000e+02 1.049946e-01 1.196530e+03 6.743564e-01
2.000000e+02 3.090234e-02 2.679573e+02 3.468681e-01
3.000000e+02 4.691153e-03 1.249024e+02 1.869666e-01
4.000000e+02 3.443614e-04 1.337835e+02 9.199494e-02
5.000000e+02 3.423671e-04 7.252132e+01 3.802870e-02
6.000000e+02 6.745333e-04 6.648267e+01 2.764952e-02
7.000000e+02 9.222465e-04 5.168272e+01 2.345913e-02
8.000000e+02 1.991801e-03 4.410242e+01 2.528858e-02
9.000000e+02 2.437628e-03 4.686106e+01 2.623840e-02
1.000000e+03 2.337863e-03 4.142918e+01 2.808840e-02
1.100000e+03 3.076821e-03 4.712285e+01 3.191792e-02
1.200000e+03 3.445350e-03 2.417353e+01 3.163040e-02
1.300000e+03 3.527430e-03 4.735666e+01 3.073844e-02
1.400000e+03 3.946621e-03 1.492723e+01 3.321010e-02
1.500000e+03 3.751680e-03 2.041999e+01 3.283025e-02
1.600000e+03 3.071260e-03 2.930491e+01 2.818595e-02
1.700000e+03 3.151957e-03 2.859925e+01 3.098485e-02
1.800000e+03 2.844924e-03 6.269482e+01 2.781203e-02
1.900000e+03 3.579494e-03 1.743748e+02 3.079195e-02
2.000000e+03 4.712078e-03 2.427837e+02 3.534368e-02
2.100000e+03 3.038331e-03 1.198709e+02 2.737503e-02
2.200000e+03 2.984239e-03 5.334678e+01 3.164643e-02
2.300000e+03 2.366965e-03 5.192656e+01 2.455983e-02
2.400000e+03 3.227413e-03 2.652098e+02 3.419021e-02
2.500000e+03 1.860347e-03 2.607413e+02 5.506609e-02
2.600000e+03 4.872913e-03 2.884208e+02 4.922396e-02
2.700000e+03 3.108702e-03 7.481907e+02 4.803243e-02
2.800000e+03 1.523250e-03 1.385491e+02 4.287945e-02
2.900000e+03 3.045487e-03 2.192105e+01 2.715761e-02
3.000000e+03 2.853293e-03 1.187879e+01 3.031441e-02
3.100000e+03 2.274803e-03 2.109204e+01 2.734015e-02
3.200000e+03 1.677740e-03 1.845407e+01 2.253435e-02
3.300000e+03 2.032910e-03 2.183531e+01 2.387665e-02
3.400000e+03 1.723448e-03 8.213692e+01 2.345450e-02
3.500000e+03 1.886732e-03 4.268761e+01 2.627120e-02
3.600000e+03 1.276751e-03 5.370798e+02 2.797178e-02
3.700000e+03 3.307370e-03 1.964233e+02 3.752890e-02
3.800000e+03 1.409413e-03 1.256464e+02 2.745803e-02
3.900000e+03 2.199497e-03 5.344222e+01 2.898076e-02
4.000000e+03 1.825248e-03 4.267393e+01 2.029685e-02
4.100000e+03 1.784345e-03 2.250079e+01 2.723401e-02
4.200000e+03 1.592761e-03 5.254225e+01 1.756569e-02
4.300000e+03 1.236806e-03 7.429986e+01 1.712938e-02
4.400000e+03 9.856297e-04 1.889703e+02 2.900563e-02
4.500000e+03 1.223045e-03 1.188966e+02 1.940213e-02
4.600000e+03 1.460451e-03 1.519385e+02 2.880673e-02
4.700000e+03 7.994720e-04 4.873728e+02 4.158899e-02
4.800000e+03 1.252970e-03 1.458163e+02 4.420130e-02
4.900000e+03 1.039804e-03 6.707671e+01 1.935827e-02
5.000000e+03 7.907072e-04 1.687078e+01 1.558872e-02
5.100000e+03 8.500668e-04 2.248348e+01 1.396643e-02
5.200000e+03 6.553541e-04 2.396487e+01 1.851720e-02
5.300000e+03 5.320088e-04 3.194293e+01 1.491335e-02
5.400000e+03 7.311080e-04 4.848927e+01 1.183044e-02
5.500000e+03 1.111743e-03 2.005219e+02 2.409577e-02
5.600000e+03 1.635713e-04 5.275569e+02 1.484034e-02
5.700000e+03 8.561744e-04 1.512211e+02 2.007875e-02
5.800000e+03 2.938754e-04 9.978947e+01 1.241205e-02
5.900000e+03 5.828340e-04 1.668158e+01 1.598792e-02
6.000000e+03 4.235587e-04 7.212050e+00 1.549314e-02
6.100000e+03 4.243854e-04 4.223425e+00 1.208571e-02
6.200000e+03 4.854064e-04 8.102918e+00 1.208758e-02
6.300000e+03 1.580497e-04 6.137553e+00 8.406355e-03
6.400000e+03 2.885547e-04 1.785544e+01 1.606686e-02
6.500000e+03 3.187147e-04 1.966553e+01 1.460708e-02
6.600000e+03 9.654333e-05 1.323850e+01 5.602119e-03
6.700000e+03 6.194683e-05 1.919619e+02 1.428482e-02
6.800000e+03 1.417389e-04 6.215055e+01 2.518020e-02
6.900000e+03 7.966368e-05 6.808640e+01 1.458972e-02
7.000000e+03 3.867006e-04 4.145877e+01 1.828643e-02
7.100000e+03 6.631394e-05 2.557719e+01 6.741009e-03
7.200000e+03 3.642053e-04 3.687440e+01 2.408804e-02
7.300000e+03 3.008260e-04 4.948969e+01 1.223561e-02
7.400000e+03 6.175042e-04 1.029185e+02 2.487919e-02
7.500000e+03 4.068500e-04 6.325334e+01 2.971041e-02
7.600000e+03 1.712680e-04 1.103742e+01 1.462863e-02
7.700000e+03 1.137503e-04 5.516711e+00 6.708820e-03
7.800000e+03 1.245038e-04 6.443282e+00 1.154541e-02
7.900000e+03 8.229244e-05 3.964196e+00 8.462813e-03
8.000000e+03 3.125578e-04 2.423727e+01 1.010427e-02
8.100000e+03 4.395488e-04 5.599731e+01 1.922767e-02
8.200000e+03 5.064617e-05 1.452333e+02 3.008414e-02
8.300000e+03 6.308544e-05 4.872795e+01 4.611476e-03
8.400000e+03 6.532792e-04 4.348939e+01 2.271386e-02
8.500000e+03 5.170063e-05 8.572549e+00 9.634972e-03
8.600000e+03 1.254037e-04 8.917458e+01 1.657864e-02
8.700000e+03 1.096408e-03 8.607023e+01 4.499738e-02
8.800000e+03 1.875766e-04 6.157326e+00 1.102082e-02
8.900000e+03 7.081095e-05 1.045267e+01 1.150699e-02
9.000000e+03 2.653506e-04 3.782023e+01 1.172525e-02
9.100000e+03 1.102468e-04 2.270031e+01 4.692507e-03
9.200000e+03 9.945187e-05 2.294319e+01 6.217703e-03
9.300000e+03 4.408567e-05 4.050219e+00 7.940070e-03
9.400000e+03 7.748910e-05 6.875558e+00 7.881353e-03
9.500000e+03 6.366749e-05 2.833929e+01 7.116350e-03
9.600000e+03 1.408591e-04 2.950515e+01 9.662800e-03
9.700000e+03 7.887492e-05 2.663339e+01 1.606119e-02
9.800000e+03 7.170871e-05 3.932580e+01 8.871051e-03
9.900000e+03 1.303456e-04 1.293730e+01 6.863694e-03
1.000000e+04 2.690337e-04 3.845816e+01 2.018081e-02
1.010000e+04 1.203722e-04 1.390339e+01 7.742095e-03
1.020000e+04 6.219443e-04 9.145290e+01 3.460431e-02
1.030000e+04 3.390005e-04 4.519381e+01 1.121199e-02
1.040000e+04 1.500468e-04 1.497358e+01 1.436841e-02
1.050000e+04 5.943795e-05 1.312192e+00 4.364937e-03
1.060000e+04 3.597590e-05 8.091342e-01 2.545607e-03
1.070000e+04 2.914093e-05 8.400674e-01 2.437826e-03
1.080000e+04 4.363192e-05 1.245550e+00 4.783069e-03
1.090000e+04 4.975704e-05 6.637339e+00 7.657418e-03
1.100000e+04 3.814115e-05 5.072998e+00 1.014016e-02
1.110000e+04 2.975475e-05 3.153577e+01 1.797178e-02
1.120000e+04 7.178739e-04 4.964014e+01 1.931977e-02
1.130000e+04 1.269137e-04 1.571103e+01 1.325627e-02
1.140000e+04 2.098865e-05 5.239325e+00 4.205934e-03
1.150000e+04 1.112083e-04 1.270900e+01 1.453747e-02
1.160000e+04 2.141303e-04 1.544800e+01 1.262259e-02
1.170000e+04 3.147887e-05 3.309762e+00 3.173631e-03
1.180000e+04 6.999789e-05 1.305980e+01 1.264878e-02
1.190000e+04 9.337855e-05 3.063706e+01 1.112179e-02
1.200000e+04 5.439098e-05 1.936301e+01 4.436480e-03
1.210000e+04 1.576580e-04 1.817737e+01 9.011646e-03
1.220000e+04 2.682419e-04 1.955984e+01 2.013654e-02
1.230000e+04 1.009563e-04 5.911870e+00 7.127107e-03
1.240000e+04 3.894629e-05 1.953408e+00 3.382262e-03
1.250000e+04 4.818865e-05 5.775802e+00 3.751611e-03
1.260000e+04 3.271894e-05 8.280604e+00 4.651948e-03
1.270000e+04 9.190817e-06 1.618106e+01 1.023881e-02
1.280000e+04 5.854545e-04 2.963892e+01 1.487395e-02
1.290000e+04 1.001729e-04 1.590362e+01 8.054381e-03
1.300000e+04 2.519409e-05 2.569010e+01 1.468773e-02
1.310000e+04 9.424355e-05 7.328051e+00 6.174498e-03
1.320000e+04 2.845983e-05 1.648503e+00 4.211013e-03
1.330000e+04 2.242525e-06 1.838641e+00 5.504538e-03
1.340000e+04 1.027166e-05 1.246254e+00 3.087689e-03
1.350000e+04 1.885505e-05 3.173295e+00 4.602139e-03
1.360000e+04 1.400015e-05 8.268895e+00 6.866705e-03
1.370000e+04 1.769252e-05 1.375418e+01 6.315497e-03
1.380000e+04 6.833708e-05 1.997799e+01 7.611011e-03
1.390000e+04 4.840616e-05 6.755646e+00 5.157346e-03
1.400000e+04 2.456929e-05 1.400714e+01 1.220937e-02
1.410000e+04 1.051421e-04 8.233555e+00 6.184788e-03
1.420000e+04 1.866982e-05 2.331746e+00 3.773699e-03
1.430000e+04 1.599251e-05 3.087687e+00 5.190649e-03
1.440000e+04 1.292518e-04 6.751754e+00 1.870978e-02
1.450000e+04 9.487271e-06 4.916357e+00 8.619450e-03
1.460000e+04 3.626088e-05 8.326792e+00 6.741387e-03
1.470000e+04 2.122771e-04 1.845945e+01 1.620864e-02
1.480000e+04 2.014844e-04 3.062211e+01 9.047830e-03
