# iteration  l2_NN  l2_FF  l2_mFF
1.680000e+04 1.755382e-03 2.672488e-01 7.082429e-03
1.690000e+04 1.831792e-03 2.673022e-01 5.933356e-03
1.700000e+04 9.590712e-04 2.666038e-01 2.718358e-03
1.710000e+04 3.999335e-03 2.663560e-01 2.073608e-03
1.720000e+04 1.988310e-03 2.658128e-01 2.543832e-03
1.730000e+04 6.233360e-04 2.650145e-01 2.019682e-03
1.740000e+04 2.601225e-04 2.647323e-01 2.304918e-03
1.750000e+04 9.986224e-04 2.643077e-01 4.187295e-03
1.760000e+04 9.533504e-04 2.650900e-01 3.402989e-03
1.770000e+04 1.155705e-03 2.642112e-01 8.425819e-03
1.780000e+04 2.447493e-03 2.634532e-01 1.424268e-02
1.790000e+04 1.531503e-03 2.628598e-01 2.767083e-03
1.800000e+04 1.092721e-03 2.622213e-01 1.620379e-03
1.810000e+04 1.070483e-03 2.618268e-01 1.715003e-03
1.820000e+04 3.391425e-04 2.616718e-01 1.889831e-03
1.830000e+04 1.809443e-03 2.609883e-01 1.575029e-03
1.840000e+04 1.180977e-03 2.608649e-01 4.169439e-03
1.850000e+04 1.134333e-03 2.602095e-01 7.068104e-03
1.860000e+04 3.778087e-03 2.598697e-01 3.517360e-03
1.870000e+04 1.954029e-03 2.590376e-01 4.630022e-03
1.880000e+04 5.986585e-04 2.587485e-01 3.461386e-03
1.890000e+04 3.315204e-04 2.580157e-01 1.444911e-02
1.900000e+04 1.201569e-03 2.578028e-01 3.174745e-03
1.910000e+04 1.855092e-03 2.578068e-01 4.786059e-03
1.920000e+04 4.030588e-04 2.574052e-01 2.618246e-03
1.930000e+04 4.287010e-04 2.565683e-01 2.982022e-03
1.940000e+04 2.296112e-04 2.564442e-01 4.525525e-03
1.950000e+04 2.481017e-03 2.563708e-01 4.216193e-03
1.960000e+04 5.464630e-04 2.556665e-01 8.507953e-03
1.970000e+04 5.860740e-04 2.548919e-01 1.509513e-02
1.980000e+04 5.058425e-04 2.546719e-01 8.169890e-03
1.990000e+04 4.767853e-03 2.539150e-01 2.741444e-03
2.000000e+04 2.291734e-03 2.538421e-01 1.472805e-03
2.010000e+04 5.055861e-04 2.533852e-01 1.500969e-03
2.020000e+04 1.053381e-03 2.530872e-01 1.771855e-03
2.030000e+04 5.523557e-04 2.520569e-01 1.931660e-03
2.040000e+04 5.333963e-03 2.519512e-01 1.436649e-03
2.050000e+04 1.764670e-03 2.522125e-01 3.027445e-03
2.060000e+04 5.433233e-04 2.513920e-01 2.003721e-03
2.070000e+04 5.588186e-04 2.509946e-01 1.514197e-03
2.080000e+04 5.233532e-04 2.505677e-01 2.588259e-03
2.090000e+04 3.516227e-04 2.501712e-01 1.942018e-03
2.100000e+04 1.303352e-03 2.494898e-01 7.801897e-03
2.110000e+04 1.531026e-03 2.490017e-01 3.007353e-03
2.120000e+04 9.549158e-04 2.483839e-01 1.855332e-03
2.130000e+04 9.113846e-04 2.480865e-01 5.412497e-03
2.140000e+04 2.011467e-03 2.478317e-01 5.226416e-03
2.150000e+04 6.680907e-04 2.470503e-01 1.813372e-03
2.160000e+04 3.100226e-04 2.467110e-01 1.750088e-03
2.170000e+04 1.031429e-03 2.462905e-01 1.132612e-03
2.180000e+04 2.098861e-03 2.457917e-01 1.194694e-03
2.190000e+04 7.042641e-04 2.451034e-01 1.239191e-03
2.200000e+04 2.532344e-03 2.445960e-01 2.227423e-03
2.210000e+04 1.473542e-03 2.448520e-01 9.709226e-03
2.220000e+04 5.069804e-04 2.441123e-01 6.316039e-03
2.230000e+04 7.620261e-04 2.437028e-01 4.950499e-03
2.240000e+04 1.753926e-03 2.430898e-01 9.088585e-03
2.250000e+04 1.474551e-03 2.425066e-01 2.673686e-03
2.260000e+04 1.541645e-03 2.422812e-01 3.639464e-03
2.270000e+04 8.147969e-04 2.419901e-01 1.829761e-03
2.280000e+04 8.556706e-04 2.413538e-01 2.494423e-03
2.290000e+04 5.753896e-04 2.411661e-01 2.837997e-03
2.300000e+04 8.409590e-04 2.402963e-01 1.736411e-03
2.310000e+04 4.620911e-04 2.403842e-01 3.729102e-03
2.320000e+04 2.075342e-03 2.398219e-01 3.477909e-03
2.330000e+04 5.086569e-04 2.392868e-01 1.949928e-03
2.340000e+04 6.092834e-04 2.388289e-01 1.194765e-03
2.350000e+04 1.849915e-03 2.383125e-01 1.436018e-03
2.360000e+04 1.507474e-03 2.378322e-01 1.748032e-03
2.370000e+04 1.195400e-03 2.383964e-01 3.693996e-03
2.380000e+04 8.176188e-04 2.371170e-01 1.458453e-03
2.390000e+04 1.284015e-03 2.362395e-01 4.916291e-03
2.400000e+04 2.341942e-04 2.365983e-01 1.456603e-03
2.410000e+04 1.165650e-03 2.361758e-01 1.092955e-03
2.420000e+04 7.719309e-04 2.356493e-01 1.567661e-03
2.430000e+04 3.647758e-04 2.351129e-01 5.678381e-03
2.440000e+04 4.832724e-04 2.346500e-01 6.119791e-03
2.450000e+04 7.722038e-04 2.341263e-01 2.660427e-03
2.460000e+04 8.389175e-04 2.339382e-01 2.418982e-03
2.470000e+04 7.761997e-04 2.332227e-01 3.663694e-03
2.480000e+04 1.313261e-03 2.331078e-01 6.174617e-03
2.490000e+04 1.029040e-03 2.325058e-01 7.498179e-03
2.500000e+04 9.974758e-04 2.320227e-01 5.833035e-03
2.510000e+04 5.160880e-04 2.314816e-01 1.581130e-03
2.520000e+04 6.514574e-04 2.308208e-01 1.964252e-03
2.530000e+04 7.959663e-04 2.307864e-01 1.898388e-03
2.540000e+04 1.561050e-03 2.301959e-01 2.517792e-03
2.550000e+04 3.358446e-04 2.297434e-01 1.471837e-03
2.560000e+04 1.034304e-03 2.296453e-01 3.867873e-03
2.570000e+04 1.301701e-03 2.293701e-01 7.849504e-04
2.580000e+04 1.817429e-03 2.290428e-01 1.734640e-03
2.590000e+04 2.633700e-04 2.284455e-01 1.654178e-03
2.600000e+04 8.305485e-04 2.280565e-01 2.388391e-03
2.610000e+04 1.647979e-03 2.274682e-01 2.841388e-03
2.620000e+04 4.605352e-04 2.270768e-01 1.920967e-03
2.630000e+04 1.494277e-03 2.264297e-01 2.194783e-03
2.640000e+04 1.672561e-03 2.263196e-01 3.509329e-03
2.650000e+04 7.097156e-04 2.259360e-01 3.325798e-03
2.660000e+04 8.499325e-05 2.253378e-01 2.258514e-03
2.670000e+04 7.190696e-04 2.250460e-01 3.160957e-03
2.680000e+04 7.060941e-04 2.245512e-01 4.598560e-03
2.690000e+04 6.184124e-04 2.239612e-01 8.890476e-03
2.700000e+04 2.145528e-03 2.234117e-01 1.022325e-03
2.710000e+04 1.437420e-03 2.232827e-01 8.304005e-04
2.720000e+04 3.411316e-04 2.231764e-01 2.604923e-03
2.730000e+04 4.607785e-04 2.226096e-01 1.890769e-03
2.740000e+04 5.219304e-04 2.220321e-01 3.964682e-03
2.750000e+04 2.734538e-04 2.215116e-01 3.942693e-03
2.760000e+04 7.422823e-04 2.209643e-01 2.855652e-03
2.770000e+04 1.013979e-03 2.204936e-01 1.021849e-03
2.780000e+04 8.410689e-04 2.201235e-01 2.320537e-03
2.790000e+04 9.404990e-04 2.200282e-01 2.389567e-03
2.800000e+04 4.940164e-04 2.193108e-01 1.791008e-03
2.810000e+04 6.365032e-04 2.191941e-01 1.031849e-03
2.820000e+04 6.043629e-04 2.186568e-01 2.059457e-03
2.830000e+04 6.946161e-04 2.183011e-01 2.409898e-03
2.840000e+04 9.694919e-04 2.176514e-01 3.426072e-03
2.850000e+04 5.228103e-04 2.172671e-01 1.492660e-03
2.860000e+04 4.413465e-04 2.170217e-01 2.242419e-03
2.870000e+04 4.377539e-04 2.162670e-01 1.127570e-03
2.880000e+04 7.674297e-04 2.158887e-01 9.672320e-04
2.890000e+04 4.097419e-04 2.155868e-01 9.660200e-04
2.900000e+04 1.111590e-03 2.152558e-01 1.194499e-03
2.910000e+04 4.876998e-04 2.147788e-01 1.920220e-03
2.920000e+04 1.044390e-03 2.142236e-01 3.306274e-03
2.930000e+04 5.515972e-04 2.137825e-01 2.025759e-03
2.940000e+04 1.396493e-03 2.135324e-01 3.274311e-03
2.950000e+04 8.390247e-04 2.127843e-01 6.739490e-04
2.960000e+04 3.356520e-04 2.127905e-01 1.218007e-03
2.970000e+04 2.529648e-04 2.123332e-01 2.737649e-03
2.980000e+04 1.567963e-03 2.119197e-01 8.205693e-04
2.990000e+04 7.452076e-04 2.114622e-01 6.138023e-04
3.000000e+04 5.913992e-04 2.109644e-01 1.275042e-03
3.010000e+04 1.381211e-03 2.104690e-01 2.308815e-03
3.020000e+04 5.725659e-04 2.100146e-01 1.292547e-03
3.030000e+04 1.682702e-03 2.097432e-01 1.750827e-03
3.040000e+04 4.850929e-04 2.091696e-01 1.150613e-03
3.050000e+04 5.391595e-04 2.085488e-01 1.502620e-03
3.060000e+04 2.792650e-04 2.082722e-01 3.864243e-04
3.070000e+04 4.527685e-04 2.078500e-01 2.778065e-03
3.080000e+04 1.843656e-03 2.076252e-01 1.500842e-03
3.090000e+04 8.539935e-04 2.070252e-01 2.481143e-03
3.100000e+04 9.107963e-04 2.066030e-01 2.670893e-03
3.110000e+04 1.135648e-03 2.063386e-01 1.831893e-03
3.120000e+04 8.228092e-04 2.059966e-01 2.526339e-03
3.130000e+04 3.560885e-04 2.054614e-01 9.836539e-04
3.140000e+04 5.196023e-04 2.050604e-01 1.296199e-03
3.150000e+04 3.644806e-04 2.047025e-01 1.639557e-03
3.160000e+04 5.224304e-04 2.043297e-01 1.576923e-03
3.170000e+04 8.028311e-04 2.037906e-01 9.716604e-04
3.180000e+04 6.449634e-04 2.034055e-01 1.001100e-03
3.190000e+04 4.643837e-04 2.029354e-01 2.983703e-03
3.200000e+04 6.478097e-04 2.025928e-01 7.323901e-04
3.210000e+04 1.083047e-03 2.020823e-01 1.378663e-03
3.220000e+04 3.721613e-04 2.017084e-01 9.304975e-04
3.230000e+04 5.967324e-04 2.012936e-01 4.255408e-04
3.240000e+04 1.028907e-04 2.008957e-01 1.160372e-03
3.250000e+04 4.573325e-04 2.004883e-01 3.971540e-04
3.260000e+04 8.231997e-04 2.000490e-01 1.441121e-03
3.270000e+04 2.652966e-04 1.995228e-01 2.050244e-03
3.280000e+04 5.058147e-04 1.991706e-01 8.501458e-04
3.290000e+04 3.666367e-04 1.986480e-01 9.442810e-04
3.300000e+04 1.927012e-04 1.983206e-01 2.633588e-03
3.310000e+04 4.652003e-04 1.979375e-01 1.428270e-03
3.320000e+04 1.904845e-04 1.973985e-01 1.280971e-03
3.330000e+04 3.014664e-04 1.971808e-01 5.752644e-04
3.340000e+04 6.330607e-04 1.966614e-01 7.177159e-04
3.350000e+04 5.066283e-04 1.962672e-01 9.719304e-04
3.360000e+04 7.300594e-04 1.958209e-01 7.496751e-04
3.370000e+04 5.852764e-04 1.954250e-01 1.733977e-03
3.380000e+04 3.244519e-04 1.951730e-01 1.019866e-03
3.390000e+04 4.648640e-04 1.946151e-01 1.534188e-03
3.400000e+04 6.186546e-04 1.942100e-01 1.733190e-03
3.410000e+04 5.262683e-04 1.938764e-01 6.944439e-04
3.420000e+04 1.601244e-04 1.934355e-01 7.957883e-04
3.430000e+04 5.650500e-04 1.930309e-01 4.637106e-04
3.440000e+04 5.712690e-04 1.927082e-01 1.464331e-03
3.450000e+04 6.275948e-04 1.921491e-01 1.046228e-03
3.460000e+04 1.430087e-04 1.917279e-01 9.972204e-04
3.470000e+04 3.408477e-04 1.911884e-01 7.802367e-04
3.480000e+04 4.889860e-04 1.909406e-01 4.423574e-04
3.490000e+04 4.489812e-04 1.904201e-01 1.395411e-03
3.500000e+04 7.747873e-04 1.901443e-01 1.762957e-03
3.510000e+04 2.605349e-04 1.896603e-01 5.572614e-04
3.520000e+04 3.571944e-04 1.891322e-01 4.400353e-04
3.530000e+04 2.392035e-04 1.887654e-01 6.638164e-04
3.540000e+04 2.555767e-04 1.883789e-01 1.215666e-03
3.550000e+04 1.206523e-04 1.880328e-01 5.168152e-04
3.560000e+04 5.969848e-04 1.877006e-01 7.604776e-04
3.570000e+04 7.635023e-04 1.871683e-01 8.779534e-04
3.580000e+04 4.750289e-04 1.867756e-01 6.626920e-04
3.590000e+04 3.941485e-04 1.863239e-01 1.304217e-03
3.600000e+04 6.425289e-04 1.859529e-01 9.723226e-04
3.610000e+04 6.250863e-04 1.855776e-01 1.689135e-03
3.620000e+04 1.899731e-04 1.850497e-01 5.661954e-04
3.630000e+04 6.742201e-04 1.846925e-01 9.646848e-04
3.640000e+04 4.282789e-04 1.842822e-01 2.079186e-03
3.650000e+04 5.909782e-04 1.838300e-01 4.011843e-04
3.660000e+04 7.033640e-04 1.834152e-01 9.377468e-04
3.670000e+04 6.002121e-04 1.830807e-01 9.287552e-04
3.680000e+04 9.388092e-05 1.827169e-01 7.837418e-04
3.690000e+04 6.302288e-04 1.822609e-01 1.064024e-03
3.700000e+04 3.812370e-04 1.818500e-01 9.982475e-04
3.710000e+04 3.403494e-04 1.815357e-01 5.121945e-04
3.720000e+04 2.733145e-04 1.811049e-01 7.829812e-04
3.730000e+04 2.698911e-04 1.807601e-01 5.817747e-04
3.740000e+04 3.725321e-04 1.803924e-01 1.253299e-03
3.750000e+04 2.695974e-04 1.800022e-01 6.697457e-04
3.760000e+04 1.652760e-04 1.795466e-01 5.161117e-04
3.770000e+04 4.806503e-04 1.792288e-01 7.912861e-04
3.780000e+04 2.575765e-04 1.788035e-01 4.333036e-04
3.790000e+04 8.995196e-05 1.784122e-01 6.877059e-04
3.800000e+04 2.838279e-04 1.780246e-01 1.364376e-03
3.810000e+04 1.356720e-04 1.776724e-01 8.614803e-04
3.820000e+04 6.301250e-04 1.773016e-01 1.107849e-03
3.830000e+04 3.688046e-04 1.769250e-01 1.166869e-03
3.840000e+04 4.676295e-04 1.765070e-01 5.279916e-04
3.850000e+04 2.424153e-04 1.761637e-01 1.255095e-03
3.860000e+04 4.846866e-04 1.758745e-01 5.847826e-04
3.870000e+04 4.534961e-04 1.753734e-01 3.802838e-04
3.880000e+04 7.391161e-04 1.749474e-01 2.943592e-04
3.890000e+04 9.512968e-05 1.745627e-01 4.101293e-04
3.900000e+04 5.691975e-04 1.742899e-01 6.107387e-04
3.910000e+04 1.797554e-04 1.738150e-01 5.338126e-04
3.920000e+04 3.442479e-04 1.735308e-01 4.086183e-04
3.930000e+04 4.965045e-04 1.731438e-01 7.298887e-04
3.940000e+04 3.691345e-04 1.727613e-01 1.080049e-03
3.950000e+04 2.305143e-04 1.722933e-01 1.770941e-03
3.960000e+04 7.643969e-04 1.719382e-01 3.873357e-04
3.970000e+04 1.640964e-04 1.714981e-01 4.480471e-04
3.980000e+04 2.207182e-04 1.711407e-01 2.298453e-04
3.990000e+04 4.426037e-04 1.708723e-01 5.339806e-04
