# iteration  loss_bc  loss_res  l2_error
0.000000e+00 3.801544e+00 3.081504e+06 2.351759e+00
1.000000e+02 1.176081e+00 2.907724e+06 7.981139e-01
2.000000e+02 1.493312e+01 3.366368e+06 1.750187e+00
3.000000e+02 4.912724e+01 3.004288e+06 4.976350e+00
4.000000e+02 7.691364e+01 3.117784e+06 9.078725e+00
5.000000e+02 9.077186e+01 2.947153e+06 7.181544e+00
6.000000e+02 5.345482e+01 2.686123e+06 4.769743e+00
7.000000e+02 5.652343e+01 3.006782e+06 4.716513e+00
8.000000e+02 4.300171e+01 3.026866e+06 4.331077e+00
9.000000e+02 2.859076e+01 3.284832e+06 3.452375e+00
1.000000e+03 3.185524e+01 3.143884e+06 4.348701e+00
1.100000e+03 2.133194e+01 2.747086e+06 3.435047e+00
1.200000e+03 3.272830e+01 3.092450e+06 3.339875e+00
1.300000e+03 1.654643e+01 3.156944e+06 2.589305e+00
1.400000e+03 1.050528e+01 3.382652e+06 3.568670e+00
1.500000e+03 1.519956e+01 3.145723e+06 2.995966e+00
1.600000e+03 6.305406e+00 2.858540e+06 2.961705e+00
1.700000e+03 1.728701e+01 2.895870e+06 2.802603e+00
1.800000e+03 1.383918e+01 2.611394e+06 2.383502e+00
1.900000e+03 1.035140e+01 2.704881e+06 1.876790e+00
2.000000e+03 7.951274e+00 2.802386e+06 1.636326e+00
2.100000e+03 7.931642e+00 3.107704e+06 1.698381e+00
2.200000e+03 1.108515e+01 2.942875e+06 2.118907e+00
2.300000e+03 1.639686e+01 3.076245e+06 2.131154e+00
2.400000e+03 1.255731e+01 2.971873e+06 1.855873e+00
2.500000e+03 1.643895e+01 2.478754e+06 1.977309e+00
2.600000e+03 1.637716e+01 2.731063e+06 2.234596e+00
2.700000e+03 2.049359e+01 3.086300e+06 2.280901e+00
2.800000e+03 1.633905e+01 2.656638e+06 2.191139e+00
2.900000e+03 1.866953e+01 2.911058e+06 2.132147e+00
3.000000e+03 2.605169e+01 3.019696e+06 2.570482e+00
3.100000e+03 2.161178e+01 3.167386e+06 2.571959e+00
3.200000e+03 2.460460e+01 2.533833e+06 2.520236e+00
